ImgID,Quality,Country,Season,Variety,PlotSize_acres,EstimatedYieldKG,YieldPerAcre
id_3752dc2b,,Rwanda,2018B,pan_53,1.284946,2896.4,2254.1
id_801d5935,0,Kenya,2016 LR,SC_SIMBA_61,0.5,1126.8,2253.6
id_f934a435,0,Kenya,2017 LR,WH 509,0.5,1126.29,2252.58
id_c85e9ddf,0,Kenya,2016 LR,H_6213,0.5,1125.53,2251.07
id_2519d770,,Tanzania,2016 LR,PAN 691,2,4496.51,2248.26
id_a1d4a12f,,Tanzania,2018 LR,Panner_691,2,4496.51,2248.26
id_c08468cc,0,Kenya,2017 LR,PN 15,0.3,673.8,2246.01
id_4973c710,1,Kenya,2017 LR,H 6213,1,2243.48,2243.48
id_c6971b67,,Tanzania,2018 LR,Panner_691,1,2242.63,2242.63
id_fb2570de,3,Kenya,2017 LR,H 6213,0.5,1119.21,2238.42
id_176385a5,,Rwanda,2018B,opv_unk,0.1729735,386.4,2233.87
id_597c8472,,Rwanda,2018B,pan_53,0.2223945,496.8,2233.87
id_038034ca,0,Kenya,2017 LR,H 6213,1,2233.36,2233.36
id_3615986a,0,Kenya,2017 LR,H 6213,0.25,558.34,2233.36
id_d99d7472,,Tanzania,2018 LR,Dk_8053,1,2231.39,2231.39
id_ab316d2b,0,Kenya,2017 LR,H 614D,0.5,1114.15,2228.3
id_d34ef487,0,Kenya,2016 LR,H_6213,0.25,555.68,2222.74
id_8c819ef4,0,Kenya,2017 LR,DK 8031,0.25,555.18,2220.71
id_041df560,,Tanzania,2018 LR,Panner_691,1,2220.15,2220.15
id_16e9db37,,Tanzania,2016 LR,H 614D,3.5,7770.53,2220.15
id_04b71061,1,Kenya,2016 LR,H_6213,0.5,1109.09,2218.19
id_4d531bb0,,Rwanda,2018B,sc_637,0.187799809,416.48,2217.68
id_a642ffbf,0,Kenya,2017 LR,H 6213,0.25,553.28,2213.13
id_d41dfc80,0,Kenya,2016 LR,H_6213,0.5,1106.56,2213.13
id_e9848841,,Rwanda,2018B,unknown,0.148263,327.6,2209.59
id_d0596c44,0,Kenya,2017 LR,DK 8031,1,2206.55,2206.55
id_8976386b,2,Kenya,2017 LR,H 6213,0.4,882.22,2205.54
id_1ea9a82a,,Tanzania,2018 LR,DK 90-89,2,4406.58,2203.29
id_bc504683,,Tanzania,2018 LR,Ks_614 Ks628,2,4406.58,2203.29
id_6cb2a486,0,Kenya,2016 LR,H_6213,0.5,1100.24,2200.48
id_ad9d66da,0,Kenya,2017 LR,H 6213,0.5,1100.24,2200.48
id_c8584ea1,1,Kenya,2016 LR,WE_1101,0.5,1098.47,2196.94
id_c3f742ae,0,Kenya,2017 LR,DK 8031,0.5,1097.71,2195.42
id_e71a4cbc,0,Kenya,2017 LR,H 6213,0.5,1097.71,2195.42
id_0b0c3085,0,Kenya,2016 LR,H_614D,0.5,1096.45,2192.89
id_021fb957,,Tanzania,2018 LR,Ks_614,1.5,3288.07,2192.05
id_84e2ad00,3,Kenya,2016 LR,H_6213,1,2190.36,2190.36
id_03fb51c3,0,Kenya,2017 LR,H 6213,0.5,1092.65,2185.3
id_b0cdeb8f,0,Kenya,2017 LR,DK 8031,0.5,1092.65,2185.3
id_ccb4fd99,0,Kenya,2017 LR,WH 505,0.5,1092.65,2185.3
id_3106f954,0,Kenya,2017 LR,H 6218,0.5,1091.39,2182.78
id_c45a950d,2,Kenya,2016 LR,WH_509,1,2182.78,2182.78
id_a1bfd162,0,Kenya,2017 LR,H 6213,0.5,1090.12,2180.25
id_d9a9b5b8,3,Kenya,2016 LR,H_6218,0.3,654.07,2180.25
id_86d16752,,Tanzania,2018 LR,Dk_9089,1,2175.19,2175.19
id_e62d140c,0,Kenya,2016 LR,H_6213,1,2175.19,2175.19
id_27f68aff,0,Kenya,2017 LR,H 614D,0.125,271.27,2170.13
id_ca4c9d9a,,Tanzania,2018 LR,KS 625,0.5,1084.78,2169.57
id_fc47dfa5,,Rwanda,2018B,pan_53,0.625175631,1356.08,2169.12
id_890e1b78,2,Kenya,2016 LR,WE_1101,0.5,1083.8,2167.6
id_449042c7,1,Kenya,2017 LR,WH 505,1,2165.07,2165.07
id_48365b03,0,Kenya,2017 LR,DK 90-89,0.25,540.64,2162.54
id_585238e6,0,Kenya,2016 LR,DK_8031,0.7,1513.78,2162.54
id_618058df,0,Kenya,2016 LR,SC_SIMBA_61,0.5,1081.27,2162.54
id_66f76c5c,0,Kenya,2016 LR,H_614D,0.5,1081.27,2162.54
id_770649d2,0,Kenya,2017 LR,H 6213,1,2162.54,2162.54
id_0685413c,0,Kenya,2017 LR,H 614D,1.5,3240.02,2160.01
id_747ea9ec,0,Kenya,2017 LR,SC DUMA 43,1,2157.48,2157.48
id_bd15d559,0,Kenya,2016 LR,WH_509,0.75,1615.46,2153.94
id_068e4684,,Tanzania,2018 LR,Panner_691,1,2152.7,2152.7
id_f8e0f810,,Tanzania,2018 LR,Panner,0.5,1076.35,2152.7
id_20ec5142,0,Kenya,2016 LR,H_6213,0.25,538.11,2152.42
id_331945bd,0,Kenya,2017 LR,DK 8031,0.25,537.47,2149.89
id_390cba67,,Tanzania,2017 LR,PAN 691,1,2149.89,2149.89
id_3e86e50f,3,Kenya,2017 LR,SC SIMBA 61,0.5,1074.95,2149.89
id_478cfaed,3,Kenya,2016 LR,WH_505,0.5,1074.95,2149.89
id_4f0834d1,3,Kenya,2017 LR,H 6213,0.25,537.47,2149.89
id_67948be4,0,Kenya,2017 LR,H 6213,0.5,1074.95,2149.89
id_8eb811f1,1,Kenya,2017 LR,PAN 691,0.5,1074.95,2149.89
id_22afc7fd,0,Kenya,2017 LR,WH 505,1.5,3217.25,2144.84
id_ec86efb7,0,Kenya,2017 LR,SC Tembo 73,0.5,1072.42,2144.84
id_55213242,0,Kenya,2017 LR,DK 8031,0.25,535.96,2143.82
id_93eebaca,2,Kenya,2016 LR,WH 505,0.5,1071.15,2142.31
id_b426f48e,,Tanzania,2018 LR,Ks_614,1.5,3203.76,2135.84
id_29f59144,3,Kenya,2017 LR,H 6213,1,2134.72,2134.72
id_643830aa,2,Kenya,2016 LR,WH_509,0.25,533.05,2132.19
id_4e21beff,2,Kenya,2016 LR,H_614D,0.25,532.42,2129.66
id_811020eb,3,Kenya,2017 LR,PAN 691,0.25,531.78,2127.13
id_1da14c95,0,Kenya,2016 LR,WH_505,0.5,1062.3,2124.6
id_4c6b4665,0,Kenya,2016 LR,H_614D,0.5,1062.3,2124.6
id_6c7e14d3,,Tanzania,2018 LR,Panner_691,1,2124.6,2124.6
id_9613e9d9,0,Kenya,2016 LR,WH_509,0.5,1062.3,2124.6
id_a48043ee,0,Kenya,2017 LR,H 6213,0.5,1062.3,2124.6
id_c5bf35e1,0,Kenya,2017 LR,H 6213,0.25,531.15,2124.6
id_c87f386b,0,Kenya,2017 LR,DK 8031,0.5,1062.3,2124.6
id_39ee5361,0,Kenya,2016 LR,SC_DUMA_43,0.25,529.76,2119.04
id_c8c645f9,,Tanzania,2018 LR,PAN 691,3,6356.94,2118.98
id_dcd30624,,Tanzania,2018 LR,Ks625,2,4237.96,2118.98
id_bbf0b66c,0,Kenya,2016 LR,H_614D,0.5,1058.51,2117.01
id_1f641d42,0,Kenya,2017 LR,H 6213,1,2114.48,2114.48
id_726b315c,0,Kenya,2016 LR,H_6213,0.25,528.62,2114.48
id_dbe9c2c2,0,Kenya,2017 LR,DK 8031,0.5,1057.24,2114.48
id_ffa260b7,0,Kenya,2017 LR,H 6213,0.5,1056.48,2112.97
id_7a439fe6,3,Kenya,2017 LR,SC Tembo 73,1,2112.46,2112.46
id_470f8a30,0,Kenya,2017 LR,H 6213,0.5,1054.71,2109.43
id_609ed19e,0,Kenya,2017 LR,WH 505,0.5,1054.71,2109.43
id_e93f2f55,0,Kenya,2017 LR,H 6213,0.25,527.36,2109.43
id_bcc8924f,0,Kenya,2016 LR,WH_509,1,2104.37,2104.37
id_be6659f5,,Rwanda,2018B,pan_4m2,0.098842,208,2104.37
id_92dd6cfb,0,Kenya,2017 LR,H 6218,1.25,2627.3,2101.84
id_ce37afe3,0,Kenya,2017 LR,H 6213,0.5,1050.92,2101.84
id_29da5a52,0,Kenya,2017 LR,SC SIMBA 61,0.5,1049.65,2099.31
id_9295572d,2,Kenya,2016 LR,H_614D,0.5,1049.65,2099.31
id_b283186d,0,Kenya,2017 LR,H 6213,0.75,1574.48,2099.31
id_3eb02f03,0,Kenya,2016 LR,WH_505,0.5,1048.39,2096.78
id_48792cef,,Tanzania,2018 LR,KS 628,2,4193,2096.5
id_abdcfbec,,Tanzania,2017 LR,PAN 691,5,10482.49,2096.5
id_94206738,0,Kenya,2017 LR,H 6218,0.8,1675.4,2094.25
id_c0c9816a,3,Kenya,2016 LR,SC_DUMA_43,0.5,1047.13,2094.25
id_eee92ef4,3,Kenya,2017 LR,H 6213,0.5,1047.13,2094.25
id_c5be3ae4,,Rwanda,2018B,pan_53,0.5189205,1085.7,2092.23
id_6e188b24,0,Kenya,2017 LR,H 6218,1,2091.72,2091.72
id_7893e1d2,0,Kenya,2016 LR,H_6213,0.25,521.67,2086.66
id_924c615c,0,Kenya,2017 LR,WH 509,0.5,1043.33,2086.66
id_eec96914,0,Kenya,2016 LR,H_614D,0.5,1042.07,2084.13
id_de5216c3,0,Kenya,2016 LR,WE_1101,0.25,520.78,2083.12
id_76f3166c,0,Kenya,2017 LR,H 614D,1,2081.6,2081.6
id_9e6b545c,0,Kenya,2017 LR,H 6213,0.5,1040.8,2081.6
id_f2177bf2,0,Kenya,2017 LR,H 6213,0.5,1040.8,2081.6
id_01ac131d,2,Kenya,2017 LR,DK 8031,0.5,1039.54,2079.07
id_7d34b3c9,,Rwanda,2018B,unknown,0.67953875,1410.75,2076.04
id_e95f9096,,Rwanda,2018B,unknown,0.029652601,61.51,2074.42
id_0e2464dc,1,Kenya,2017 LR,DK 90-89,1,2074.02,2074.02
id_159b66b6,0,Kenya,2017 LR,SC DUMA 43,0.5,1037.01,2074.02
id_187a5b4b,0,Kenya,2017 LR,H 6213,0.5,1037.01,2074.02
id_41f3f27d,0,Kenya,2016 LR,PAN_691,0.5,1037.01,2074.02
id_502526d1,0,Kenya,2017 LR,H 6213,0.5,1037.01,2074.02
id_b8758f51,,Tanzania,2018 LR,Dk_8053,0.5,1037.01,2074.02
id_f0255e73,0,Kenya,2017 LR,DK 8031,0.5,1037.01,2074.02
id_f22d8427,0,Kenya,2016 LR,PAN_691,0.25,518.5,2074.02
id_f51dc57f,0,Kenya,2017 LR,PAN 691,0.5,1037.01,2074.02
id_fcb92e61,0,Kenya,2017 LR,WH 505,0.5,1035.74,2071.49
id_53e60ab4,0,Kenya,2017 LR,H 6218,1,2068.96,2068.96
id_7e545843,0,Kenya,2016 LR,H_614D,0.5,1034.48,2068.96
id_92beaee9,0,Kenya,2017 LR,DK 8031,0.5,1034.48,2068.96
id_d90af43e,0,Kenya,2017 LR,SC DUMA 43,0.25,517.24,2068.96
id_2a2a0c52,3,Kenya,2017 LR,WH 509,0.75,1549.82,2066.43
id_22ec0f18,,Tanzania,2017 LR,KS 625,1,2062.77,2062.77
id_8cf538c6,0,Kenya,2017 LR,H 6213,1,2061.37,2061.37
id_a9ea1c3c,0,Kenya,2017 LR,SC DUMA 43,0.5,1029.42,2058.84
id_cc874c9c,0,Kenya,2017 LR,DK 8031,0.5,1029.42,2058.84
id_ec0662b6,0,Kenya,2016 LR,H_6213,0.5,1029.42,2058.84
id_dff39080,,Tanzania,2018 LR,PAN 691,1,2057.15,2057.15
id_922d5a63,,Tanzania,2018 LR,Panner_691,1.5,3077.3,2051.53
id_bf465f23,,Tanzania,2018 LR,Dk_8053,1,2051.53,2051.53
id_745e2e5f,0,Kenya,2016 LR,PAN_691,0.25,512.81,2051.25
id_d72aa3f1,0,Kenya,2017 LR,DK 8031,0.5,1024.61,2049.23
id_1d699bda,0,Kenya,2017 LR,H 6213,0.5,1023.1,2046.19
id_67ad1cdf,0,Kenya,2017 LR,H 6213,0.75,1534.65,2046.19
id_7778bc03,0,Kenya,2017 LR,WH 505,0.25,511.55,2046.19
id_718e79fc,,Tanzania,2018 LR,Dk_8053,1,2045.91,2045.91
id_8973bbc9,1,Kenya,2017 LR,WH 505,1,2043.66,2043.66
id_d226b51b,0,Kenya,2016 LR,H_614D,2,4085.31,2042.65
id_26166ca8,3,Kenya,2017 LR,PAN 691,0.25,510.28,2041.14
id_31ade18f,0,Kenya,2017 LR,WH 505,0.5,1016.77,2033.55
id_4968ab22,0,Kenya,2017 LR,DK 90-89,0.5,1016.77,2033.55
id_50e358a7,0,Kenya,2017 LR,WH 505,0.5,1016.77,2033.55
id_51dfa6e8,0,Kenya,2016 LR,H_6213,1,2033.55,2033.55
id_5a191c18,0,Kenya,2016 LR,DK_8031,0.5,1015.51,2031.02
id_a33b925c,0,Kenya,2016 LR,H_6213,0.3,609.31,2031.02
id_a33e2f12,0,Kenya,2016 LR,H_6213,0.25,507.5,2030.01
id_c65fe07c,0,Kenya,2017 LR,H 6213,1,2028.49,2028.49
id_47412042,0,Kenya,2017 LR,H 614D,1,2025.96,2025.96
id_0715cac1,0,Kenya,2016 LR,WE_1101,0.5,1011.72,2023.43
id_135b8a94,,Rwanda,2018B,pan_53,2.5946025,5250,2023.43
id_4c6cca67,0,Kenya,2016 LR,H_6213,0.25,505.86,2023.43
id_84efcc9b,0,Kenya,2017 LR,H 6218,0.5,1011.72,2023.43
id_c85dd34a,0,Kenya,2016 LR,H_614D,0.5,1011.72,2023.43
id_e113fbb8,0,Kenya,2017 LR,DK 8031,0.5,1011.72,2023.43
id_e4750886,,Rwanda,2018B,pan_4m2,1.383788,2800,2023.43
id_5cfdc791,0,Kenya,2017 LR,H 6213,2,4041.8,2020.9
id_d86d32c0,,Rwanda,2018B,pan_53,0.33359175,673.65,2019.38
id_16779bf8,0,Kenya,2016 LR,DK_8031,1,2018.37,2018.37
id_d504150f,3,Kenya,2017 LR,H 614D,0.5,1009.19,2018.37
id_fc5a2380,0,Kenya,2017 LR,Pioneer P3812W,0.5,1007.42,2014.83
id_064938fd,,Rwanda,2018B,pan_4m2,0.25946025,522.64,2014.32
id_7661c36d,3,Kenya,2017 LR,H 6213,1,2013.31,2013.31
id_b43c1812,0,Kenya,2017 LR,DK 8031,0.5,1006.66,2013.31
id_33ec11f4,0,Kenya,2017 LR,SC Tembo 73,0.5,1006.15,2012.3
id_0173ca6c,,Tanzania,2018 LR,Ks625,2,4024.38,2012.19
id_cdf5ae88,0,Kenya,2017 LR,SC DUMA 43,0.5,1005.39,2010.78
id_93b08901,0,Kenya,2017 LR,DK 8031,0.25,502.06,2008.25
id_a1951dcb,0,Kenya,2017 LR,H 614D,0.25,502.06,2008.25
id_ebbe40dc,0,Kenya,2016 LR,H_6213,0.25,502.06,2008.25
id_7c7acd3b,,Tanzania,2018 LR,PAN 691,1,2006.57,2006.57
id_0996a0ea,3,Kenya,2017 LR,H 6213,0.25,500.8,2003.2
id_135ceaa0,0,Kenya,2016 LR,H_614D,0.25,500.8,2003.2
id_9dde4bd0,0,Kenya,2017 LR,DK 8031,1.5,3004.79,2003.2
id_6cf69521,0,Kenya,2017 LR,H 6213,0.25,500.29,2001.17
id_1a549d04,2,Kenya,2016 LR,H 6213,0.5,1000.33,2000.67
id_637bca29,0,Kenya,2016 LR,H_6218,0.25,500.17,2000.67
id_f4d470fa,0,Kenya,2017 LR,Pioneer P3812W,0.25,500.17,2000.67
id_bb6f67f2,1,Kenya,2016 LR,SC_DUMA_43,0.25,499.91,1999.65
id_2b29ec97,0,Kenya,2017 LR,H 6213,0.5,999.07,1998.14
id_e551b701,1,Kenya,2017 LR,H 6213,0.25,499.53,1998.14
id_bd6302ed,0,Kenya,2017 LR,PAN 691,0.5,998.06,1996.11
id_ebb93f1f,3,Kenya,2016 LR,WH_505,0.5,997.8,1995.61
id_25bc5395,0,Kenya,2016 LR,WH_505,0.5,996.54,1993.08
id_4f8b4cc9,1,Kenya,2017 LR,H 6218,0.7,1395.15,1993.08
id_ca49479b,,Rwanda,2018B,pan_53,0.355831191,708.48,1991.06
id_017b888f,0,Kenya,2017 LR,H 6213,1,1990.55,1990.55
id_2040d649,0,Kenya,2017 LR,H 6213,0.5,995.27,1990.55
id_43a40fa5,1,Kenya,2017 LR,H 614D,0.5,994.01,1988.02
id_67180e94,0,Kenya,2017 LR,H 6213,0.75,1489.12,1985.49
id_6704dc27,0,Kenya,2017 LR,PN 15,0.5,991.48,1982.96
id_74a30b83,3,Kenya,2017 LR,H 614D,1,1982.96,1982.96
id_e0750d61,3,Kenya,2016 LR,H 614D,0.5,991.48,1982.96
id_244237d7,2,Kenya,2017 LR,WH 505,0.5,990.97,1981.95
id_91b23050,0,Kenya,2016 LR,PAN_691,0.75,1483.43,1977.9
id_0a699c43,0,Kenya,2017 LR,H 6213,0.5,986.42,1972.84
id_7ddef120,0,Kenya,2017 LR,WH 505,0.5,986.42,1972.84
id_9b1eb496,0,Kenya,2017 LR,DK 8031,0.5,986.42,1972.84
id_bbf07122,0,Kenya,2016 LR,SC_SIMBA_61,0.25,493.21,1972.84
id_bf3da7e6,0,Kenya,2017 LR,H 6213,0.5,986.42,1972.84
id_f50b691e,0,Kenya,2016 LR,SC_DUMA_43,1,1972.84,1972.84
id_38bb234e,0,Kenya,2017 LR,WH 509,0.5,985.16,1970.31
id_cd8634db,0,Kenya,2016 LR,H_6213,0.5,985.16,1970.31
id_951d380b,0,Kenya,2016 LR,DK_8031,0.5,983.89,1967.79
id_d47d4193,0,Kenya,2016 LR,H_614D,0.5,983.89,1967.79
id_fca394ee,0,Kenya,2016 LR,WH_509,0.5,982.63,1965.26
id_7e107c18,0,Kenya,2017 LR,H 6213,0.4,785.09,1962.73
id_9c2a58e9,2,Kenya,2016 LR,H_6213,0.75,1472.05,1962.73
id_167db524,,Tanzania,2018 LR,KS 628,2,3923.21,1961.6
id_56371b8b,,Tanzania,2018 LR,Ks625,0.5,980.8,1961.6
id_a4289eef,,Rwanda,2018B,pan_4m2,0.73859683,1446.68,1958.68
id_5211e45a,0,Kenya,2016 LR,DK_90-89,0.75,1468.25,1957.67
id_a95c528d,0,Kenya,2017 LR,H 614D,2,3913.31,1956.66
id_05dbfbe7,0,Kenya,2017 LR,Pioneer P3812W,0.3,586.54,1955.14
id_9b894284,0,Kenya,2017 LR,PAN 691,0.25,488.66,1954.63
id_abbea6f0,3,Kenya,2017 LR,WH 505,0.5,976.3,1952.61
id_eda4cea8,2,Kenya,2017 LR,H 614D,0.125,244.08,1952.61
id_f8a78a34,0,Kenya,2017 LR,DK 8031,1,1952.61,1952.61
id_4a03db2d,3,Kenya,2016 LR,WH_505,0.5,975.04,1950.08
id_8467a4ef,0,Kenya,2016 LR,H_6213,0.5,975.04,1950.08
id_229834b0,1,Kenya,2017 LR,SC SIMBA 61,0.25,486.89,1947.55
id_692ccd50,3,Kenya,2017 LR,DK 8031,1,1947.55,1947.55
id_692d30e1,0,Kenya,2017 LR,SC DUMA 43,0.25,486.89,1947.55
id_d33152c4,0,Kenya,2016 LR,DK 8031,0.5,973.78,1947.55
id_87f383ff,2,Kenya,2017 LR,PN 15,0.5,972.76,1945.53
id_068ec7bc,0,Kenya,2016 LR,H_6213,1,1945.02,1945.02
id_1b139c93,0,Kenya,2016 LR,H_6213,0.5,972.51,1945.02
id_3529b284,0,Kenya,2016 LR,WH_509,0.5,972.51,1945.02
id_789587ff,0,Kenya,2016 LR,H 6218,0.5,972.51,1945.02
id_d2f9d508,1,Kenya,2017 LR,H 6218,0.5,972.51,1945.02
id_e4ed4be8,0,Kenya,2017 LR,H 614D,0.5,972.51,1945.02
id_159b04e3,,Rwanda,2018B,sc_403,0.548573119,1065.6,1942.49
id_8c449c98,3,Kenya,2016 LR,H_614D,0.5,971.25,1942.49
id_957e94c7,2,Kenya,2016 LR,H_614D,0.25,485.62,1942.49
id_c7838e42,0,Kenya,2017 LR,SC SIMBA 61,0.5,971.25,1942.49
id_dfba0876,0,Kenya,2017 LR,SC DUMA 43,0.5,971.25,1942.49
id_e3fb494b,0,Kenya,2016 LR,H_6213,1,1942.49,1942.49
id_7fd668f7,0,Kenya,2017 LR,SC PUNDA MILIA 53,0.5,969.98,1939.96
id_ee1b2839,0,Kenya,2016 LR,PAN 691,0.5,969.98,1939.96
id_36b1286f,0,Kenya,2016 LR,H 6213,0.5,968.72,1937.43
id_c0e7aae0,1,Kenya,2016 LR,PAN_691,0.5,968.72,1937.43
id_a7f37df4,0,Kenya,2016 LR,SC_DUMA_43,0.5,967.45,1934.9
id_af6437b5,2,Kenya,2017 LR,WH 505,0.5,967.45,1934.9
id_087ef577,0,Kenya,2017 LR,WH 505,0.6,1159.43,1932.38
id_8ad92a9e,0,Kenya,2017 LR,WH 505,0.5,966.19,1932.38
id_663c5d25,1,Kenya,2017 LR,SC PUNDA MILIA 53,0.5,965.68,1931.36
id_62ed7a78,0,Kenya,2017 LR,H 614D,0.5,964.92,1929.85
id_f4871a6b,0,Kenya,2017 LR,SC Tembo 73,1,1927.82,1927.82
id_a193966a,0,Kenya,2016 LR,PAN_691,1,1927.32,1927.32
id_c38f9ca2,0,Kenya,2017 LR,H 614D,0.5,963.66,1927.32
id_0542e00e,,Rwanda,2018B,pan_53,0.296526,571.2,1926.31
id_c7d3270a,2,Kenya,2017 LR,WH 505,0.5,962.39,1924.79
id_e4e14151,0,Kenya,2017 LR,H 6213,0.3,577.44,1924.79
id_f6606698,0,Kenya,2017 LR,WH 505,0.5,961.38,1922.76
id_0eaa4595,3,Kenya,2017 LR,WH 509,0.5,961.13,1922.26
id_48f9e090,0,Kenya,2017 LR,H 614D,1,1922.26,1922.26
id_4f648b91,0,Kenya,2016 LR,SC_PUNDA_MILIA_53,0.5,961.13,1922.26
id_5e54c5ad,,Rwanda,2018B,sc_403,0.092664375,178.12,1922.26
id_98282c72,0,Kenya,2017 LR,H 6213,0.25,480.56,1922.26
id_aa1d7ceb,0,Kenya,2017 LR,H 6213,1.5,2883.39,1922.26
id_ad4c93f7,0,Kenya,2016 LR,H 614D,1,1922.26,1922.26
id_b46d530c,0,Kenya,2016 LR,PAN_691,1.75,3363.95,1922.26
id_cab02e5a,3,Kenya,2016 LR,H_6213,0.5,961.13,1922.26
id_d42c1744,2,Kenya,2016 LR,DK_8031,0.2,384.45,1922.26
id_27bca5bb,0,Kenya,2017 LR,H 6213,0.25,479.93,1919.73
id_516efe3b,0,Kenya,2017 LR,H 6213,0.25,479.93,1919.73
id_cd25ce27,0,Kenya,2016 LR,H_614D,0.5,958.6,1917.2
id_5ee1177c,0,Kenya,2017 LR,H 6213,1,1914.67,1914.67
id_89854bb7,0,Kenya,2017 LR,DK 8031,0.25,478.67,1914.67
id_e8006bac,0,Kenya,2016 LR,PAN_691,1,1912.14,1912.14
id_f7865b98,,Tanzania,2018 LR,Dk_8053,0.5,955.51,1911.02
id_06c664f5,,Rwanda,2018B,pan_4m2,0.11119725,212.4,1910.12
id_440ec6bd,1,Kenya,2016 LR,SC_SIMBA_61,0.125,238.7,1909.61
id_5225706f,0,Kenya,2017 LR,H 6213,1.25,2387.02,1909.61
id_66a39204,2,Kenya,2017 LR,DK 8031,0.25,477.4,1909.61
id_67768df9,1,Kenya,2017 LR,H 614D,0.5,954.81,1909.61
id_fbd058b7,3,Kenya,2016 LR,WH_505,0.25,477.4,1909.61
id_406d370d,0,Kenya,2016 LR,DK_8031,0.25,476.77,1907.08
id_5effa373,0,Kenya,2017 LR,H 6213,1,1904.55,1904.55
id_327d1b19,0,Kenya,2017 LR,WH 505,0.25,475.51,1902.02
id_fd7496ac,3,Kenya,2017 LR,H 614D,1,1902.02,1902.02
id_3139d5d3,,Tanzania,2018 LR,Panner_691,0.5,949.89,1899.78
id_5bc25a07,,Tanzania,2018 LR,Ks628,1,1899.78,1899.78
id_9055c66d,,Tanzania,2018 LR,Ks625,0.5,949.89,1899.78
id_2c899c59,0,Kenya,2016 LR,WH_505,0.5,948.48,1896.97
id_773c4945,0,Kenya,2016 LR,H_614D,1,1896.97,1896.97
id_d2cf345d,3,Kenya,2017 LR,SC SIMBA 61,0.25,474.24,1896.97
id_0d19dd9f,0,Kenya,2016 LR,PAN_691,1,1894.44,1894.44
id_0e5a2cf1,3,Kenya,2016 LR,H_6213,0.5,947.22,1894.44
id_da2a5ab0,0,Kenya,2016 LR,H_6213,1,1894.44,1894.44
id_ad7828e4,,Rwanda,2018B,pan_4m2,0.148263,280.8,1893.93
id_783c1b4b,0,Kenya,2016 LR,H_6218,0.5,945.95,1891.91
id_d404743c,0,Kenya,2017 LR,DK 8031,1.25,2364.88,1891.91
id_3994154c,0,Kenya,2016 LR,DK_8031,0.75,1417.03,1889.38
id_40d99ebc,0,Kenya,2017 LR,SC PUNDA MILIA 53,0.25,471.71,1886.85
id_723d7e96,0,Kenya,2016 LR,DK_8031,0.25,471.71,1886.85
id_f4108e9e,0,Kenya,2017 LR,H 614D,0.6,1132.11,1886.85
id_7724fa1e,0,Kenya,2017 LR,H 6213,0.5,942.16,1884.32
id_c32503a9,0,Kenya,2017 LR,H 6213,0.5,942.16,1884.32
id_fb9c76e5,0,Kenya,2016 LR,H_6213,0.5,942.16,1884.32
id_3d7f7a4c,3,Kenya,2016 LR,SC_DUMA_43,0.8,1503.41,1879.26
id_026f68e5,0,Kenya,2016 LR,WH_505,0.75,1407.55,1876.73
id_a0e411f4,0,Kenya,2016 LR,WH_505,0.5,938.37,1876.73
id_5555a393,1,Kenya,2017 LR,WH 505,3.5,6559.71,1874.2
id_6c6e3097,0,Kenya,2017 LR,WH 509,0.5,935.84,1871.67
id_dede837a,2,Kenya,2017 LR,Pioneer P3812W,1,1871.67,1871.67
id_fb17ab90,1,Kenya,2017 LR,WH 505,0.5,934.57,1869.14
id_022e9f6b,0,Kenya,2016 LR,H_6213,0.125,233.01,1864.08
id_cb95228e,2,Kenya,2017 LR,H 6213,0.5,931.54,1863.07
id_21ca2c96,0,Kenya,2016 LR,DK_8031,0.5,930.78,1861.56
id_2a5f0a9e,,Rwanda,2018B,pan_53,0.239197624,445.28,1861.56
id_54f55f21,0,Kenya,2017 LR,H 6213,0.5,930.78,1861.56
id_749c913c,0,Kenya,2016 LR,H_6213,0.25,465.39,1861.56
id_ee68f820,0,Kenya,2017 LR,Pioneer P3812W,0.5,930.27,1860.54
id_49106482,,Tanzania,2018 LR,Panner_691,2,3720.86,1860.43
id_70249a92,1,Kenya,2016 LR,DK_8031,0.5,928.25,1856.5
id_43275e59,0,Kenya,2016 LR,H_6213,1.5,2780.95,1853.97
id_bdfc5c91,0,Kenya,2017 LR,Pioneer P3812W,0.25,463.24,1852.96
id_78293479,1,Kenya,2017 LR,WH 505,0.5,926.23,1852.45
id_1a681dd8,0,Kenya,2016 LR,H_6213,0.5,925.97,1851.94
id_99d964cb,3,Kenya,2017 LR,H 614D,0.4,740.58,1851.44
id_de334969,0,Kenya,2017 LR,Pioneer P3812W,0.8,1481.15,1851.44
id_7d75782c,0,Kenya,2016 LR,WH_505,0.25,462.23,1848.91
id_f14dd96a,0,Kenya,2017 LR,PAN 691,0.5,924.45,1848.91
id_35cc5e31,0,Kenya,2017 LR,SC DUMA 43,1,1847.9,1847.9
id_017ac124,0,Kenya,2016 LR,PAN_691,0.5,923.19,1846.38
id_05fd9531,0,Kenya,2017 LR,WH 505,0.25,461.59,1846.38
id_36c891fd,3,Kenya,2016 LR,WH 509,0.13,240.03,1846.38
id_b898ee60,0,Kenya,2016 LR,WH 505,0.5,923.19,1846.38
id_3d9f37b8,,Tanzania,2018 LR,Dk_8053,1,1843.57,1843.57
id_9c59642f,,Rwanda,2018B,sc_403,0.2223945,409.5,1841.32
